date,transaction_id,description,category,type,amount,balance
24/4/2025,TX00574,Daily Sales Deposit,Sales Revenue,Credit,$638.00,"$368,445.00"
25/4/2025,TX00575,Daily Sales Deposit,Sales Revenue,Credit,$450.00,"$368,895.00"
26/4/2025,TX00576,Daily Sales Deposit,Sales Revenue,Credit,$663.00,"$369,558.00"
26/4/2025,TX00577,Utility Bill Payment,Operating Expense,Debit,$195.00,"$369,363.00"
27/4/2025,TX00578,Daily Sales Deposit,Sales Revenue,Credit,$799.00,"$370,162.00"
28/4/2025,TX00579,Daily Sales Deposit,Sales Revenue,Credit,$564.00,"$370,726.00"
28/4/2025,TX00580,Coffee Supplier Payment,COGS,Debit,$497.00,"$370,229.00"
29/4/2025,TX00581,Daily Sales Deposit,Sales Revenue,Credit,$406.00,"$370,635.00"
30/4/2025,TX00582,Daily Sales Deposit,Sales Revenue,Credit,$560.00,"$371,195.00"
1/5/2025,TX00583,Daily Sales Deposit,Sales Revenue,Credit,$546.00,"$371,741.00"
1/5/2025,TX00584,Maintenance Payment,Operating Expense,Debit,$135.00,"$371,606.00"
2/5/2025,TX00585,Daily Sales Deposit,Sales Revenue,Credit,$587.00,"$372,193.00"
3/5/2025,TX00586,Daily Sales Deposit,Sales Revenue,Credit,$784.00,"$372,977.00"
4/5/2025,TX00587,Daily Sales Deposit,Sales Revenue,Credit,$410.00,"$373,387.00"
5/5/2025,TX00588,Daily Sales Deposit,Sales Revenue,Credit,$785.00,"$374,172.00"
6/5/2025,TX00589,Daily Sales Deposit,Sales Revenue,Credit,$518.00,"$374,690.00"
7/5/2025,TX00590,Daily Sales Deposit,Sales Revenue,Credit,$660.00,"$375,350.00"
8/5/2025,TX00591,Daily Sales Deposit,Sales Revenue,Credit,$655.00,"$376,005.00"
9/5/2025,TX00592,Daily Sales Deposit,Sales Revenue,Credit,$625.00,"$376,630.00"
10/5/2025,TX00593,Daily Sales Deposit,Sales Revenue,Credit,$754.00,"$377,384.00"
11/5/2025,TX00594,Daily Sales Deposit,Sales Revenue,Credit,$741.00,"$378,125.00"
12/5/2025,TX00595,Daily Sales Deposit,Sales Revenue,Credit,$480.00,"$378,605.00"
13/5/2025,TX00596,Daily Sales Deposit,Sales Revenue,Credit,$519.00,"$379,124.00"
14/5/2025,TX00597,Daily Sales Deposit,Sales Revenue,Credit,$614.00,"$379,738.00"
15/5/2025,TX00598,Daily Sales Deposit,Sales Revenue,Credit,$608.00,"$380,346.00"
16/5/2025,TX00599,Daily Sales Deposit,Sales Revenue,Credit,$608.00,"$380,954.00"
17/5/2025,TX00600,Daily Sales Deposit,Sales Revenue,Credit,$439.00,"$381,393.00"
18/5/2025,TX00601,Daily Sales Deposit,Sales Revenue,Credit,$680.00,"$382,073.00"
19/5/2025,TX00602,Daily Sales Deposit,Sales Revenue,Credit,$645.00,"$382,718.00"
20/5/2025,TX00603,Daily Sales Deposit,Sales Revenue,Credit,$403.00,"$383,121.00"
20/5/2025,TX00604,Maintenance Payment,Operating Expense,Debit,$128.00,"$382,993.00"
21/5/2025,TX00605,Daily Sales Deposit,Sales Revenue,Credit,$497.00,"$383,490.00"
22/5/2025,TX00606,Daily Sales Deposit,Sales Revenue,Credit,$474.00,"$383,964.00"
23/5/2025,TX00607,Daily Sales Deposit,Sales Revenue,Credit,$527.00,"$384,491.00"
23/5/2025,TX00608,Bakery Payment,COGS,Debit,$455.00,"$384,036.00"
24/5/2025,TX00609,Daily Sales Deposit,Sales Revenue,Credit,$433.00,"$384,469.00"
25/5/2025,TX00610,Daily Sales Deposit,Sales Revenue,Credit,$552.00,"$385,021.00"
26/5/2025,TX00611,Daily Sales Deposit,Sales Revenue,Credit,$475.00,"$385,496.00"
27/5/2025,TX00612,Daily Sales Deposit,Sales Revenue,Credit,$761.00,"$386,257.00"
27/5/2025,TX00613,Bakery Payment,COGS,Debit,$126.00,"$386,131.00"
28/5/2025,TX00614,Daily Sales Deposit,Sales Revenue,Credit,$686.00,"$386,817.00"
29/5/2025,TX00615,Daily Sales Deposit,Sales Revenue,Credit,$567.00,"$387,384.00"
30/5/2025,TX00616,Daily Sales Deposit,Sales Revenue,Credit,$636.00,"$388,020.00"
31/5/2025,TX00617,Daily Sales Deposit,Sales Revenue,Credit,$793.00,"$388,813.00"
1/6/2025,TX00618,Daily Sales Deposit,Sales Revenue,Credit,$589.00,"$389,402.00"
2/6/2025,TX00619,Daily Sales Deposit,Sales Revenue,Credit,$463.00,"$389,865.00"
3/6/2025,TX00620,Daily Sales Deposit,Sales Revenue,Credit,$709.00,"$390,574.00"
4/6/2025,TX00621,Daily Sales Deposit,Sales Revenue,Credit,$706.00,"$391,280.00"
4/6/2025,TX00622,Coffee Supplier Payment,COGS,Debit,$470.00,"$390,810.00"
5/6/2025,TX00623,Daily Sales Deposit,Sales Revenue,Credit,$428.00,"$391,238.00"
6/6/2025,TX00624,Daily Sales Deposit,Sales Revenue,Credit,$695.00,"$391,933.00"
7/6/2025,TX00625,Daily Sales Deposit,Sales Revenue,Credit,$563.00,"$392,496.00"
8/6/2025,TX00626,Daily Sales Deposit,Sales Revenue,Credit,$694.00,"$393,190.00"
9/6/2025,TX00627,Daily Sales Deposit,Sales Revenue,Credit,$709.00,"$393,899.00"
10/6/2025,TX00628,Daily Sales Deposit,Sales Revenue,Credit,$510.00,"$394,409.00"
11/6/2025,TX00629,Daily Sales Deposit,Sales Revenue,Credit,$468.00,"$394,877.00"
12/6/2025,TX00630,Daily Sales Deposit,Sales Revenue,Credit,$649.00,"$395,526.00"
12/6/2025,TX00631,Utility Bill Payment,Operating Expense,Debit,$247.00,"$395,279.00"
13/6/2025,TX00632,Daily Sales Deposit,Sales Revenue,Credit,$626.00,"$395,905.00"
14/6/2025,TX00633,Daily Sales Deposit,Sales Revenue,Credit,$736.00,"$396,641.00"
15/6/2025,TX00634,Daily Sales Deposit,Sales Revenue,Credit,$764.00,"$397,405.00"
15/6/2025,TX00635,Coffee Supplier Payment,COGS,Debit,$300.00,"$397,105.00"
16/6/2025,TX00636,Daily Sales Deposit,Sales Revenue,Credit,$472.00,"$397,577.00"
16/6/2025,TX00637,Bakery Payment,COGS,Debit,$116.00,"$397,461.00"
17/6/2025,TX00638,Daily Sales Deposit,Sales Revenue,Credit,$616.00,"$398,077.00"
18/6/2025,TX00639,Daily Sales Deposit,Sales Revenue,Credit,$503.00,"$398,580.00"
19/6/2025,TX00640,Daily Sales Deposit,Sales Revenue,Credit,$438.00,"$399,018.00"
19/6/2025,TX00641,Rent Payment,Operating Expense,Debit,$328.00,"$398,690.00"
20/6/2025,TX00642,Daily Sales Deposit,Sales Revenue,Credit,$571.00,"$399,261.00"
21/6/2025,TX00643,Daily Sales Deposit,Sales Revenue,Credit,$501.00,"$399,762.00"
22/6/2025,TX00644,Daily Sales Deposit,Sales Revenue,Credit,$674.00,"$400,436.00"
23/6/2025,TX00645,Daily Sales Deposit,Sales Revenue,Credit,$704.00,"$401,140.00"
23/6/2025,TX00646,Bakery Payment,COGS,Debit,$429.00,"$400,711.00"
24/6/2025,TX00647,Daily Sales Deposit,Sales Revenue,Credit,$710.00,"$401,421.00"
25/6/2025,TX00648,Daily Sales Deposit,Sales Revenue,Credit,$411.00,"$401,832.00"
26/6/2025,TX00649,Daily Sales Deposit,Sales Revenue,Credit,$615.00,"$402,447.00"
27/6/2025,TX00650,Daily Sales Deposit,Sales Revenue,Credit,$548.00,"$402,995.00"
28/6/2025,TX00651,Daily Sales Deposit,Sales Revenue,Credit,$773.00,"$403,768.00"
29/6/2025,TX00652,Daily Sales Deposit,Sales Revenue,Credit,$599.00,"$404,367.00"
30/6/2025,TX00653,Daily Sales Deposit,Sales Revenue,Credit,$488.00,"$404,855.00"
1/7/2025,TX00654,Daily Sales Deposit,Sales Revenue,Credit,$558.00,"$405,413.00"
2/7/2025,TX00655,Daily Sales Deposit,Sales Revenue,Credit,$864.00,"$406,277.00"
3/7/2025,TX00656,Daily Sales Deposit,Sales Revenue,Credit,$787.00,"$407,064.00"
4/7/2025,TX00657,Daily Sales Deposit,Sales Revenue,Credit,$698.00,"$407,762.00"
5/7/2025,TX00658,Daily Sales Deposit,Sales Revenue,Credit,$781.00,"$408,543.00"
6/7/2025,TX00659,Daily Sales Deposit,Sales Revenue,Credit,$749.00,"$409,292.00"
7/7/2025,TX00660,Daily Sales Deposit,Sales Revenue,Credit,$834.00,"$410,126.00"
8/7/2025,TX00661,Daily Sales Deposit,Sales Revenue,Credit,$636.00,"$410,762.00"
8/7/2025,TX00662,Coffee Supplier Payment,COGS,Debit,$427.00,"$410,335.00"
9/7/2025,TX00663,Daily Sales Deposit,Sales Revenue,Credit,$814.00,"$411,149.00"
10/7/2025,TX00664,Daily Sales Deposit,Sales Revenue,Credit,$581.00,"$411,730.00"
11/7/2025,TX00665,Daily Sales Deposit,Sales Revenue,Credit,$871.00,"$412,601.00"
12/7/2025,TX00666,Daily Sales Deposit,Sales Revenue,Credit,$901.00,"$413,502.00"
13/7/2025,TX00667,Daily Sales Deposit,Sales Revenue,Credit,$602.00,"$414,104.00"
13/7/2025,TX00668,Utility Bill Payment,Operating Expense,Debit,$258.00,"$413,846.00"
14/7/2025,TX00669,Daily Sales Deposit,Sales Revenue,Credit,$607.00,"$414,453.00"
14/7/2025,TX00670,Utility Bill Payment,Operating Expense,Debit,$197.00,"$414,256.00"
15/7/2025,TX00671,Daily Sales Deposit,Sales Revenue,Credit,$792.00,"$415,048.00"
16/7/2025,TX00672,Daily Sales Deposit,Sales Revenue,Credit,$973.00,"$416,021.00"
17/7/2025,TX00673,Daily Sales Deposit,Sales Revenue,Credit,$863.00,"$416,884.00"
18/7/2025,TX00674,Daily Sales Deposit,Sales Revenue,Credit,$875.00,"$417,759.00"
19/7/2025,TX00675,Daily Sales Deposit,Sales Revenue,Credit,$848.00,"$418,607.00"
20/7/2025,TX00676,Daily Sales Deposit,Sales Revenue,Credit,$896.00,"$419,503.00"
21/7/2025,TX00677,Daily Sales Deposit,Sales Revenue,Credit,$515.00,"$420,018.00"
22/7/2025,TX00678,Daily Sales Deposit,Sales Revenue,Credit,$607.00,"$420,625.00"
23/7/2025,TX00679,Daily Sales Deposit,Sales Revenue,Credit,$810.00,"$421,435.00"
24/7/2025,TX00680,Daily Sales Deposit,Sales Revenue,Credit,$533.00,"$421,968.00"
24/7/2025,TX00681,Maintenance Payment,Operating Expense,Debit,$346.00,"$421,622.00"
25/7/2025,TX00682,Daily Sales Deposit,Sales Revenue,Credit,$640.00,"$422,262.00"
26/7/2025,TX00683,Daily Sales Deposit,Sales Revenue,Credit,$595.00,"$422,857.00"
27/7/2025,TX00684,Daily Sales Deposit,Sales Revenue,Credit,$538.00,"$423,395.00"
27/7/2025,TX00685,Bakery Payment,COGS,Debit,$128.00,"$423,267.00"
28/7/2025,TX00686,Daily Sales Deposit,Sales Revenue,Credit,$976.00,"$424,243.00"
28/7/2025,TX00687,Bakery Payment,COGS,Debit,$335.00,"$423,908.00"
29/7/2025,TX00688,Daily Sales Deposit,Sales Revenue,Credit,$771.00,"$424,679.00"
30/7/2025,TX00689,Daily Sales Deposit,Sales Revenue,Credit,$738.00,"$425,417.00"
31/7/2025,TX00690,Daily Sales Deposit,Sales Revenue,Credit,$913.00,"$426,330.00"
1/8/2025,TX00691,Daily Sales Deposit,Sales Revenue,Credit,$858.00,"$427,188.00"
2/8/2025,TX00692,Daily Sales Deposit,Sales Revenue,Credit,$564.00,"$427,752.00"
3/8/2025,TX00693,Daily Sales Deposit,Sales Revenue,Credit,$502.00,"$428,254.00"
4/8/2025,TX00694,Daily Sales Deposit,Sales Revenue,Credit,$875.00,"$429,129.00"
5/8/2025,TX00695,Daily Sales Deposit,Sales Revenue,Credit,$823.00,"$429,952.00"
6/8/2025,TX00696,Daily Sales Deposit,Sales Revenue,Credit,$792.00,"$430,744.00"
6/8/2025,TX00697,Maintenance Payment,Operating Expense,Debit,$292.00,"$430,452.00"
7/8/2025,TX00698,Daily Sales Deposit,Sales Revenue,Credit,$993.00,"$431,445.00"
7/8/2025,TX00699,Bakery Payment,COGS,Debit,$498.00,"$430,947.00"
8/8/2025,TX00700,Daily Sales Deposit,Sales Revenue,Credit,$876.00,"$431,823.00"
9/8/2025,TX00701,Daily Sales Deposit,Sales Revenue,Credit,$639.00,"$432,462.00"
10/8/2025,TX00702,Daily Sales Deposit,Sales Revenue,Credit,$792.00,"$433,254.00"
11/8/2025,TX00703,Daily Sales Deposit,Sales Revenue,Credit,$926.00,"$434,180.00"
12/8/2025,TX00704,Daily Sales Deposit,Sales Revenue,Credit,$794.00,"$434,974.00"
13/8/2025,TX00705,Daily Sales Deposit,Sales Revenue,Credit,$801.00,"$435,775.00"
14/8/2025,TX00706,Daily Sales Deposit,Sales Revenue,Credit,$561.00,"$436,336.00"
15/8/2025,TX00707,Daily Sales Deposit,Sales Revenue,Credit,$652.00,"$436,988.00"
16/8/2025,TX00708,Daily Sales Deposit,Sales Revenue,Credit,$759.00,"$437,747.00"
17/8/2025,TX00709,Daily Sales Deposit,Sales Revenue,Credit,$647.00,"$438,394.00"
18/8/2025,TX00710,Daily Sales Deposit,Sales Revenue,Credit,$809.00,"$439,203.00"
19/8/2025,TX00711,Daily Sales Deposit,Sales Revenue,Credit,$992.00,"$440,195.00"
19/8/2025,TX00712,Coffee Supplier Payment,COGS,Debit,$206.00,"$439,989.00"
20/8/2025,TX00713,Daily Sales Deposit,Sales Revenue,Credit,$812.00,"$440,801.00"
21/8/2025,TX00714,Daily Sales Deposit,Sales Revenue,Credit,$740.00,"$441,541.00"
22/8/2025,TX00715,Daily Sales Deposit,Sales Revenue,Credit,$875.00,"$442,416.00"
23/8/2025,TX00716,Daily Sales Deposit,Sales Revenue,Credit,$760.00,"$443,176.00"
24/8/2025,TX00717,Daily Sales Deposit,Sales Revenue,Credit,$714.00,"$443,890.00"
25/8/2025,TX00718,Daily Sales Deposit,Sales Revenue,Credit,$598.00,"$444,488.00"
26/8/2025,TX00719,Daily Sales Deposit,Sales Revenue,Credit,$740.00,"$445,228.00"
26/8/2025,TX00720,Coffee Supplier Payment,COGS,Debit,$277.00,"$444,951.00"
27/8/2025,TX00721,Daily Sales Deposit,Sales Revenue,Credit,$561.00,"$445,512.00"
28/8/2025,TX00722,Daily Sales Deposit,Sales Revenue,Credit,$502.00,"$446,014.00"
29/8/2025,TX00723,Daily Sales Deposit,Sales Revenue,Credit,$985.00,"$446,999.00"
30/8/2025,TX00724,Daily Sales Deposit,Sales Revenue,Credit,$880.00,"$447,879.00"
31/8/2025,TX00725,Daily Sales Deposit,Sales Revenue,Credit,$828.00,"$448,707.00"
1/9/2025,TX00726,Daily Sales Deposit,Sales Revenue,Credit,"$1,056.00","$449,763.00"
1/9/2025,TX00727,Utility Bill Payment,Operating Expense,Debit,$204.00,"$449,559.00"
2/9/2025,TX00728,Daily Sales Deposit,Sales Revenue,Credit,$822.00,"$450,381.00"
2/9/2025,TX00729,Utility Bill Payment,Operating Expense,Debit,$236.00,"$450,145.00"
3/9/2025,TX00730,Daily Sales Deposit,Sales Revenue,Credit,"$1,108.00","$451,253.00"
4/9/2025,TX00731,Daily Sales Deposit,Sales Revenue,Credit,$869.00,"$452,122.00"
5/9/2025,TX00732,Daily Sales Deposit,Sales Revenue,Credit,$739.00,"$452,861.00"
6/9/2025,TX00733,Daily Sales Deposit,Sales Revenue,Credit,"$1,094.00","$453,955.00"
6/9/2025,TX00734,Utility Bill Payment,Operating Expense,Debit,$223.00,"$453,732.00"
7/9/2025,TX00735,Daily Sales Deposit,Sales Revenue,Credit,"$1,088.00","$454,820.00"
7/9/2025,TX00736,Rent Payment,Operating Expense,Debit,$136.00,"$454,684.00"
8/9/2025,TX00737,Daily Sales Deposit,Sales Revenue,Credit,$875.00,"$455,559.00"
9/9/2025,TX00738,Daily Sales Deposit,Sales Revenue,Credit,"$1,152.00","$456,711.00"
10/9/2025,TX00739,Daily Sales Deposit,Sales Revenue,Credit,$813.00,"$457,524.00"
11/9/2025,TX00740,Daily Sales Deposit,Sales Revenue,Credit,$923.00,"$458,447.00"
12/9/2025,TX00741,Daily Sales Deposit,Sales Revenue,Credit,$814.00,"$459,261.00"
13/9/2025,TX00742,Daily Sales Deposit,Sales Revenue,Credit,$755.00,"$460,016.00"
14/9/2025,TX00743,Daily Sales Deposit,Sales Revenue,Credit,$739.00,"$460,755.00"
15/9/2025,TX00744,Daily Sales Deposit,Sales Revenue,Credit,$936.00,"$461,691.00"
16/9/2025,TX00745,Daily Sales Deposit,Sales Revenue,Credit,$915.00,"$462,606.00"
17/9/2025,TX00746,Daily Sales Deposit,Sales Revenue,Credit,$867.00,"$463,473.00"
18/9/2025,TX00747,Daily Sales Deposit,Sales Revenue,Credit,$758.00,"$464,231.00"
19/9/2025,TX00748,Daily Sales Deposit,Sales Revenue,Credit,$868.00,"$465,099.00"
20/9/2025,TX00749,Daily Sales Deposit,Sales Revenue,Credit,$744.00,"$465,843.00"
21/9/2025,TX00750,Daily Sales Deposit,Sales Revenue,Credit,$869.00,"$466,712.00"
21/9/2025,TX00751,Rent Payment,Operating Expense,Debit,$254.00,"$466,458.00"
22/9/2025,TX00752,Daily Sales Deposit,Sales Revenue,Credit,$706.00,"$467,164.00"
23/9/2025,TX00753,Daily Sales Deposit,Sales Revenue,Credit,$744.00,"$467,908.00"
24/9/2025,TX00754,Daily Sales Deposit,Sales Revenue,Credit,"$1,198.00","$469,106.00"
25/9/2025,TX00755,Daily Sales Deposit,Sales Revenue,Credit,"$1,125.00","$470,231.00"
25/9/2025,TX00756,Maintenance Payment,Operating Expense,Debit,$462.00,"$469,769.00"
26/9/2025,TX00757,Daily Sales Deposit,Sales Revenue,Credit,$857.00,"$470,626.00"
27/9/2025,TX00758,Daily Sales Deposit,Sales Revenue,Credit,$781.00,"$471,407.00"
28/9/2025,TX00759,Daily Sales Deposit,Sales Revenue,Credit,$905.00,"$472,312.00"
29/9/2025,TX00760,Daily Sales Deposit,Sales Revenue,Credit,$711.00,"$473,023.00"
29/9/2025,TX00761,Maintenance Payment,Operating Expense,Debit,$323.00,"$472,700.00"
30/9/2025,TX00762,Daily Sales Deposit,Sales Revenue,Credit,$745.00,"$473,445.00"
1/10/2025,TX00763,Daily Sales Deposit,Sales Revenue,Credit,$932.00,"$474,377.00"
2/10/2025,TX00764,Daily Sales Deposit,Sales Revenue,Credit,$922.00,"$475,299.00"
3/10/2025,TX00765,Daily Sales Deposit,Sales Revenue,Credit,"$1,147.00","$476,446.00"
4/10/2025,TX00766,Daily Sales Deposit,Sales Revenue,Credit,$862.00,"$477,308.00"
4/10/2025,TX00767,Bakery Payment,COGS,Debit,$173.00,"$477,135.00"
5/10/2025,TX00768,Daily Sales Deposit,Sales Revenue,Credit,$923.00,"$478,058.00"
6/10/2025,TX00769,Daily Sales Deposit,Sales Revenue,Credit,"$1,111.00","$479,169.00"
7/10/2025,TX00770,Daily Sales Deposit,Sales Revenue,Credit,$921.00,"$480,090.00"
8/10/2025,TX00771,Daily Sales Deposit,Sales Revenue,Credit,$977.00,"$481,067.00"
9/10/2025,TX00772,Daily Sales Deposit,Sales Revenue,Credit,"$1,051.00","$482,118.00"
10/10/2025,TX00773,Daily Sales Deposit,Sales Revenue,Credit,"$1,023.00","$483,141.00"
11/10/2025,TX00774,Daily Sales Deposit,Sales Revenue,Credit,$716.00,"$483,857.00"
12/10/2025,TX00775,Daily Sales Deposit,Sales Revenue,Credit,"$1,100.00","$484,957.00"
13/10/2025,TX00776,Daily Sales Deposit,Sales Revenue,Credit,$892.00,"$485,849.00"
13/10/2025,TX00777,Utility Bill Payment,Operating Expense,Debit,$219.00,"$485,630.00"
14/10/2025,TX00778,Daily Sales Deposit,Sales Revenue,Credit,$909.00,"$486,539.00"
15/10/2025,TX00779,Daily Sales Deposit,Sales Revenue,Credit,$891.00,"$487,430.00"
16/10/2025,TX00780,Daily Sales Deposit,Sales Revenue,Credit,$903.00,"$488,333.00"
17/10/2025,TX00781,Daily Sales Deposit,Sales Revenue,Credit,$926.00,"$489,259.00"
18/10/2025,TX00782,Daily Sales Deposit,Sales Revenue,Credit,"$1,159.00","$490,418.00"
18/10/2025,TX00783,Bakery Payment,COGS,Debit,$494.00,"$489,924.00"
19/10/2025,TX00784,Daily Sales Deposit,Sales Revenue,Credit,$833.00,"$490,757.00"
20/10/2025,TX00785,Daily Sales Deposit,Sales Revenue,Credit,"$1,115.00","$491,872.00"
21/10/2025,TX00786,Daily Sales Deposit,Sales Revenue,Credit,$757.00,"$492,629.00"
21/10/2025,TX00787,Maintenance Payment,Operating Expense,Debit,$325.00,"$492,304.00"
22/10/2025,TX00788,Daily Sales Deposit,Sales Revenue,Credit,$703.00,"$493,007.00"
23/10/2025,TX00789,Daily Sales Deposit,Sales Revenue,Credit,"$1,096.00","$494,103.00"
24/10/2025,TX00790,Daily Sales Deposit,Sales Revenue,Credit,$970.00,"$495,073.00"
25/10/2025,TX00791,Daily Sales Deposit,Sales Revenue,Credit,$856.00,"$495,929.00"
26/10/2025,TX00792,Daily Sales Deposit,Sales Revenue,Credit,$987.00,"$496,916.00"
26/10/2025,TX00793,Utility Bill Payment,Operating Expense,Debit,$183.00,"$496,733.00"
27/10/2025,TX00794,Daily Sales Deposit,Sales Revenue,Credit,$726.00,"$497,459.00"
28/10/2025,TX00795,Daily Sales Deposit,Sales Revenue,Credit,"$1,081.00","$498,540.00"
28/10/2025,TX00796,Maintenance Payment,Operating Expense,Debit,$191.00,"$498,349.00"
29/10/2025,TX00797,Daily Sales Deposit,Sales Revenue,Credit,$720.00,"$499,069.00"
30/10/2025,TX00798,Daily Sales Deposit,Sales Revenue,Credit,"$1,056.00","$500,125.00"
31/10/2025,TX00799,Daily Sales Deposit,Sales Revenue,Credit,$961.00,"$501,086.00"
1/11/2025,TX00800,Daily Sales Deposit,Sales Revenue,Credit,"$1,152.00","$502,238.00"
2/11/2025,TX00801,Daily Sales Deposit,Sales Revenue,Credit,$956.00,"$503,194.00"
3/11/2025,TX00802,Daily Sales Deposit,Sales Revenue,Credit,"$1,121.00","$504,315.00"
4/11/2025,TX00803,Daily Sales Deposit,Sales Revenue,Credit,"$1,144.00","$505,459.00"
5/11/2025,TX00804,Daily Sales Deposit,Sales Revenue,Credit,"$1,196.00","$506,655.00"
6/11/2025,TX00805,Daily Sales Deposit,Sales Revenue,Credit,$711.00,"$507,366.00"
7/11/2025,TX00806,Daily Sales Deposit,Sales Revenue,Credit,"$1,191.00","$508,557.00"
8/11/2025,TX00807,Daily Sales Deposit,Sales Revenue,Credit,$771.00,"$509,328.00"
8/11/2025,TX00808,Maintenance Payment,Operating Expense,Debit,$244.00,"$509,084.00"
9/11/2025,TX00809,Daily Sales Deposit,Sales Revenue,Credit,"$1,008.00","$510,092.00"
9/11/2025,TX00810,Coffee Supplier Payment,COGS,Debit,$126.00,"$509,966.00"
10/11/2025,TX00811,Daily Sales Deposit,Sales Revenue,Credit,"$1,199.00","$511,165.00"
10/11/2025,TX00812,Rent Payment,Operating Expense,Debit,$448.00,"$510,717.00"
11/11/2025,TX00813,Daily Sales Deposit,Sales Revenue,Credit,$880.00,"$511,597.00"
12/11/2025,TX00814,Daily Sales Deposit,Sales Revenue,Credit,"$1,077.00","$512,674.00"
13/11/2025,TX00815,Daily Sales Deposit,Sales Revenue,Credit,$745.00,"$513,419.00"
14/11/2025,TX00816,Daily Sales Deposit,Sales Revenue,Credit,$921.00,"$514,340.00"
14/11/2025,TX00817,Rent Payment,Operating Expense,Debit,$372.00,"$513,968.00"
15/11/2025,TX00818,Daily Sales Deposit,Sales Revenue,Credit,"$1,039.00","$515,007.00"
16/11/2025,TX00819,Daily Sales Deposit,Sales Revenue,Credit,$865.00,"$515,872.00"
17/11/2025,TX00820,Daily Sales Deposit,Sales Revenue,Credit,"$1,143.00","$517,015.00"
17/11/2025,TX00821,Coffee Supplier Payment,COGS,Debit,$216.00,"$516,799.00"
18/11/2025,TX00822,Daily Sales Deposit,Sales Revenue,Credit,"$1,043.00","$517,842.00"
19/11/2025,TX00823,Daily Sales Deposit,Sales Revenue,Credit,$763.00,"$518,605.00"
20/11/2025,TX00824,Daily Sales Deposit,Sales Revenue,Credit,$771.00,"$519,376.00"
21/11/2025,TX00825,Daily Sales Deposit,Sales Revenue,Credit,"$1,177.00","$520,553.00"
22/11/2025,TX00826,Daily Sales Deposit,Sales Revenue,Credit,"$1,065.00","$521,618.00"
23/11/2025,TX00827,Daily Sales Deposit,Sales Revenue,Credit,$865.00,"$522,483.00"
24/11/2025,TX00828,Daily Sales Deposit,Sales Revenue,Credit,"$1,000.00","$523,483.00"
25/11/2025,TX00829,Daily Sales Deposit,Sales Revenue,Credit,$801.00,"$524,284.00"
26/11/2025,TX00830,Daily Sales Deposit,Sales Revenue,Credit,$966.00,"$525,250.00"
27/11/2025,TX00831,Daily Sales Deposit,Sales Revenue,Credit,$787.00,"$526,037.00"
27/11/2025,TX00832,Bakery Payment,COGS,Debit,$175.00,"$525,862.00"
28/11/2025,TX00833,Daily Sales Deposit,Sales Revenue,Credit,$745.00,"$526,607.00"
28/11/2025,TX00834,Rent Payment,Operating Expense,Debit,$179.00,"$526,428.00"
29/11/2025,TX00835,Daily Sales Deposit,Sales Revenue,Credit,$847.00,"$527,275.00"
30/11/2025,TX00836,Daily Sales Deposit,Sales Revenue,Credit,"$1,123.00","$528,398.00"
30/11/2025,TX00837,Coffee Supplier Payment,COGS,Debit,$452.00,"$527,946.00"
1/12/2025,TX00838,Daily Sales Deposit,Sales Revenue,Credit,$924.00,"$528,870.00"
1/12/2025,TX00839,Rent Payment,Operating Expense,Debit,$176.00,"$528,694.00"
2/12/2025,TX00840,Daily Sales Deposit,Sales Revenue,Credit,$853.00,"$529,547.00"
3/12/2025,TX00841,Daily Sales Deposit,Sales Revenue,Credit,$893.00,"$530,440.00"
4/12/2025,TX00842,Daily Sales Deposit,Sales Revenue,Credit,$789.00,"$531,229.00"
5/12/2025,TX00843,Daily Sales Deposit,Sales Revenue,Credit,"$1,197.00","$532,426.00"
6/12/2025,TX00844,Daily Sales Deposit,Sales Revenue,Credit,$805.00,"$533,231.00"
6/12/2025,TX00845,Utility Bill Payment,Operating Expense,Debit,$404.00,"$532,827.00"
7/12/2025,TX00846,Daily Sales Deposit,Sales Revenue,Credit,"$1,016.00","$533,843.00"
8/12/2025,TX00847,Daily Sales Deposit,Sales Revenue,Credit,"$1,089.00","$534,932.00"
9/12/2025,TX00848,Daily Sales Deposit,Sales Revenue,Credit,$772.00,"$535,704.00"
9/12/2025,TX00849,Coffee Supplier Payment,COGS,Debit,$140.00,"$535,564.00"
10/12/2025,TX00850,Daily Sales Deposit,Sales Revenue,Credit,$903.00,"$536,467.00"
11/12/2025,TX00851,Daily Sales Deposit,Sales Revenue,Credit,$877.00,"$537,344.00"
12/12/2025,TX00852,Daily Sales Deposit,Sales Revenue,Credit,$783.00,"$538,127.00"
13/12/2025,TX00853,Daily Sales Deposit,Sales Revenue,Credit,$950.00,"$539,077.00"
14/12/2025,TX00854,Daily Sales Deposit,Sales Revenue,Credit,"$1,158.00","$540,235.00"
15/12/2025,TX00855,Daily Sales Deposit,Sales Revenue,Credit,"$1,087.00","$541,322.00"
16/12/2025,TX00856,Daily Sales Deposit,Sales Revenue,Credit,$721.00,"$542,043.00"
17/12/2025,TX00857,Daily Sales Deposit,Sales Revenue,Credit,$702.00,"$542,745.00"
17/12/2025,TX00858,Coffee Supplier Payment,COGS,Debit,$287.00,"$542,458.00"
18/12/2025,TX00859,Daily Sales Deposit,Sales Revenue,Credit,$713.00,"$543,171.00"
18/12/2025,TX00860,Rent Payment,Operating Expense,Debit,$111.00,"$543,060.00"
